"","Em_innitials","Endosperm","SC_endothelium","SC_epidermis","SC_hillum_parenchyma","SC_hillum_vasculature","SC_inner_integument","SC_parenchyma","SC_phloem"
"Legume.fam3.03014_Glyma.05G038700",0,0,0,0,0,0,0,0,1
"Legume.fam3.03014_Glyma.17G088300",0,0,0,0,0,0,0,0,1
"Legume.fam3.03017_Glyma.15G029100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03017_Glyma.13G345200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03017_Glyma.12G051200",0,1,0,0,0,0,0,0,0
"Legume.fam3.03017_Glyma.11G126600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03053_Glyma.10G032000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03053_Glyma.02G142300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03053_Glyma.03G158900",0,0,0,0,0,1,0,0,0
"Legume.fam3.03053_Glyma.19G161300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03054_Glyma.13G122200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03054_Glyma.10G035800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03054_Glyma.19G163500",0,1,0,0,0,0,0,0,0
"Legume.fam3.03054_Glyma.03G162100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03057_Glyma.03G166400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03057_Glyma.19G167500",0,0,0,0,0,0,1,0,0
"Legume.fam3.03057_Glyma.10G039700",0,1,0,0,0,0,0,0,0
"Legume.fam3.03057_Glyma.13G126200",1,1,0,0,0,0,0,0,1
"Legume.fam3.03064_Glyma.19G182400",0,1,0,0,0,0,0,0,0
"Legume.fam3.03064_Glyma.03G181900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03064_Glyma.13G144800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03064_Glyma.10G058000",0,0,0,0,0,1,0,0,0
"Legume.fam3.03066_Glyma.10G063700",1,1,0,0,0,0,0,0,0
"Legume.fam3.03066_Glyma.13G148200",1,1,0,0,0,0,0,0,0
"Legume.fam3.03066_Glyma.03G188500",0,0,0,0,1,0,0,0,0
"Legume.fam3.03066_Glyma.19G188700",0,0,0,0,0,0,1,0,0
"Legume.fam3.03072_Glyma.19G145300",0,0,0,0,0,1,0,0,0
"Legume.fam3.03072_Glyma.03G142400",0,0,0,0,0,1,0,0,0
"Legume.fam3.03072_Glyma.02G176800",0,0,0,0,0,1,0,0,0
"Legume.fam3.03072_Glyma.10G092100",0,0,0,0,0,1,0,0,0
"Legume.fam3.03079_Glyma.19G110200",1,0,0,0,0,0,1,0,0
"Legume.fam3.03079_Glyma.16G042300",1,0,0,0,0,0,0,0,1
"Legume.fam3.03079_Glyma.16G152700",0,0,0,0,0,1,0,0,0
"Legume.fam3.03079_Glyma.02G071500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03084_Glyma.02G015500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03084_Glyma.10G016000",0,0,0,0,0,0,0,0,1
"Legume.fam3.03084_Glyma.03G217000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03084_Glyma.19G213600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03086_Glyma.10G140500",0,0,0,0,0,0,0,1,0
"Legume.fam3.03086_Glyma.20G089300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03086_Glyma.19G223200",0,1,0,0,0,0,0,0,0
"Legume.fam3.03086_Glyma.03G226200",0,1,0,0,0,0,0,0,0
"Legume.fam3.03092_Glyma.06G206600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03092_Glyma.04G158600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03092_Glyma.17G082000",0,0,0,0,0,0,1,0,0
"Legume.fam3.03092_Glyma.05G017900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03094_Glyma.17G123500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03094_Glyma.05G015000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03094_Glyma.06G209100",0,0,0,0,0,0,0,0,1
"Legume.fam3.03094_Glyma.04G145100",0,0,0,0,0,0,0,0,1
"Legume.fam3.03102_Glyma.04G250100",0,0,0,0,0,1,0,0,0
"Legume.fam3.03102_Glyma.06G112700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03102_Glyma.13G080500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03102_Glyma.14G148800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03113_Glyma.17G227100",1,0,0,0,0,0,0,0,0
"Legume.fam3.03113_Glyma.14G097400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03113_Glyma.04G052700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03113_Glyma.06G053100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03127_Glyma.11G213700",1,0,0,1,0,0,0,0,0
"Legume.fam3.03127_Glyma.18G043000",0,0,0,1,0,0,0,0,0
"Legume.fam3.03127_Glyma.14G211900",0,0,0,1,1,0,0,0,0
"Legume.fam3.03127_Glyma.02G242100",0,0,0,1,0,0,0,0,0
"Legume.fam3.03140_Glyma.20G051100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03140_Glyma.13G076600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03140_Glyma.14G041800",0,0,1,0,0,0,1,0,0
"Legume.fam3.03140_Glyma.02G274300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03149_Glyma.09G017500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03149_Glyma.15G123200",0,1,0,0,0,0,0,0,0
"Legume.fam3.03149_Glyma.17G003700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03149_Glyma.07G270200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03174_Glyma.19G260900",0,0,0,0,0,0,1,0,0
"Legume.fam3.03174_Glyma.03G261800",0,0,0,0,0,0,1,0,0
"Legume.fam3.03174_Glyma.16G017400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03174_Glyma.07G048500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03179_Glyma.03G073712",0,1,0,0,0,0,0,0,0
"Legume.fam3.03179_Glyma.01G106500",0,0,0,0,0,0,1,0,0
"Legume.fam3.03179_Glyma.07G141000",0,0,0,0,0,1,0,0,0
"Legume.fam3.03179_Glyma.18G191000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03190_Glyma.04G177300",0,0,0,0,0,1,0,0,0
"Legume.fam3.03190_Glyma.06G187600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03190_Glyma.17G094400",0,1,0,0,0,0,0,0,1
"Legume.fam3.03190_Glyma.05G032200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03193_Glyma.06G238400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03193_Glyma.12G163053",0,0,0,0,0,0,0,1,0
"Legume.fam3.03193_Glyma.13G274700",0,0,0,0,0,0,0,1,1
"Legume.fam3.03193_Glyma.12G226200",0,0,0,0,0,0,0,0,1
"Legume.fam3.03219_Glyma.05G149200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03219_Glyma.08G105800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03219_Glyma.18G004200",0,0,0,0,0,0,0,1,0
"Legume.fam3.03219_Glyma.11G252700",0,1,0,0,0,0,0,0,0
"Legume.fam3.03220_Glyma.08G107700",0,1,1,0,0,0,0,0,0
"Legume.fam3.03220_Glyma.05G150800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03220_Glyma.18G003000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03220_Glyma.11G254000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03228_Glyma.01G180800",1,0,0,0,0,0,0,0,0
"Legume.fam3.03228_Glyma.11G061300",1,0,0,0,0,0,0,0,0
"Legume.fam3.03228_Glyma.02G061100",1,0,0,0,0,0,0,0,0
"Legume.fam3.03228_Glyma.16G143600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03231_Glyma.05G096500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03231_Glyma.17G168900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03231_Glyma.01G189100",0,0,0,1,0,0,0,0,0
"Legume.fam3.03231_Glyma.11G053100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03252_Glyma.07G226100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03252_Glyma.20G026000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03252_Glyma.02G115600",0,0,0,0,0,0,0,0,1
"Legume.fam3.03252_Glyma.01G057500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03267_Glyma.18G120400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03267_Glyma.08G299900",0,0,0,0,0,0,0,1,0
"Legume.fam3.03267_Glyma.01G046000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03267_Glyma.02G106300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03278_Glyma.05G047600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03278_Glyma.17G129500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03278_Glyma.06G170800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03278_Glyma.04G195200",0,1,0,0,0,0,0,0,0
"Legume.fam3.03307_Glyma.08G124400",1,0,0,0,0,0,0,0,0
"Legume.fam3.03307_Glyma.05G166400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03307_Glyma.09G023600",0,0,0,0,0,1,0,0,0
"Legume.fam3.03307_Glyma.15G129700",1,0,0,0,0,1,0,0,0
"Legume.fam3.03315_Glyma.15G012800",0,0,0,0,0,1,0,0,1
"Legume.fam3.03315_Glyma.13G361100",0,0,0,0,0,0,0,1,0
"Legume.fam3.03315_Glyma.07G034200",0,0,0,0,0,1,1,0,0
"Legume.fam3.03315_Glyma.08G207900",0,0,1,0,0,1,1,0,0
"Legume.fam3.03319_Glyma.02G073900",0,1,0,0,0,0,0,0,0
"Legume.fam3.03319_Glyma.16G155300",0,1,0,0,0,1,1,0,0
"Legume.fam3.03319_Glyma.20G180100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03319_Glyma.10G210500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03340_Glyma.03G138200",0,0,0,0,0,0,1,0,0
"Legume.fam3.03340_Glyma.19G141200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03340_Glyma.02G182400",0,1,0,0,0,0,0,0,0
"Legume.fam3.03340_Glyma.10G100800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03352_Glyma.03G233300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03352_Glyma.19G230200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03352_Glyma.10G149600",0,0,1,0,0,0,1,0,0
"Legume.fam3.03352_Glyma.20G238700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03357_Glyma.01G152100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03357_Glyma.09G217300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03357_Glyma.16G076100",0,0,0,1,0,0,0,0,0
"Legume.fam3.03357_Glyma.16G107900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03366_Glyma.14G119100",0,0,1,0,0,0,1,0,0
"Legume.fam3.03366_Glyma.13G037100",0,0,1,0,0,0,1,0,0
"Legume.fam3.03366_Glyma.06G121300",0,0,1,0,0,0,1,0,0
"Legume.fam3.03366_Glyma.04G242100",0,0,1,0,0,0,1,0,0
"Legume.fam3.03369_Glyma.14G150900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03369_Glyma.13G078500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03369_Glyma.04G249600",1,0,0,0,0,1,0,0,0
"Legume.fam3.03369_Glyma.06G113300",0,0,0,0,0,0,0,1,0
"Legume.fam3.03372_Glyma.02G212200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03372_Glyma.14G179900",0,0,0,0,0,0,0,0,1
"Legume.fam3.03372_Glyma.04G092900",0,0,0,0,0,0,0,0,1
"Legume.fam3.03372_Glyma.06G094700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03379_Glyma.04G064600",0,0,0,0,0,0,1,0,0
"Legume.fam3.03379_Glyma.06G065900",0,0,0,0,0,0,1,0,0
"Legume.fam3.03379_Glyma.14G113400",0,1,1,0,0,0,1,0,0
"Legume.fam3.03379_Glyma.17G213700",0,1,0,0,0,1,0,0,0
"Legume.fam3.03391_Glyma.09G139200",0,0,1,0,0,0,1,0,0
"Legume.fam3.03391_Glyma.16G189500",0,0,0,0,0,0,1,0,0
"Legume.fam3.03391_Glyma.20G158200",0,0,1,0,0,0,0,0,0
"Legume.fam3.03391_Glyma.10G236300",0,0,1,0,0,0,1,0,0
"Legume.fam3.03400_Glyma.11G016100",0,0,0,0,0,0,1,0,0
"Legume.fam3.03400_Glyma.01G226600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03400_Glyma.12G022100",0,0,0,0,0,0,1,0,0
"Legume.fam3.03400_Glyma.11G096000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03404_Glyma.18G116300",0,0,0,0,0,0,1,0,0
"Legume.fam3.03404_Glyma.08G303800",0,0,0,0,1,1,0,0,0
"Legume.fam3.03404_Glyma.14G032300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03404_Glyma.02G282000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03413_Glyma.11G092700",0,1,0,0,0,0,0,0,0
"Legume.fam3.03413_Glyma.12G019000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03413_Glyma.01G229500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03413_Glyma.11G012300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03414_Glyma.14G105800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03414_Glyma.17G220600",0,0,0,0,0,0,0,0,1
"Legume.fam3.03414_Glyma.04G058200",0,0,1,0,0,0,0,0,0
"Legume.fam3.03414_Glyma.06G058900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03437_Glyma.08G097900",0,0,0,1,0,0,0,0,0
"Legume.fam3.03437_Glyma.05G142000",0,0,0,1,0,0,0,0,0
"Legume.fam3.03437_Glyma.15G092500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03437_Glyma.13G219900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03441_Glyma.19G074900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03441_Glyma.05G075800",0,0,0,1,0,0,0,0,0
"Legume.fam3.03441_Glyma.19G087800",0,0,0,1,0,0,0,0,0
"Legume.fam3.03441_Glyma.16G059700",0,0,0,1,0,0,0,0,0
"Legume.fam3.03451_Glyma.08G204700",0,1,0,0,0,0,0,0,0
"Legume.fam3.03451_Glyma.07G019500",0,1,0,0,0,0,0,0,0
"Legume.fam3.03451_Glyma.13G357100",0,0,0,1,1,0,0,0,0
"Legume.fam3.03451_Glyma.15G016500",0,0,0,1,1,0,0,0,0
"Legume.fam3.03454_Glyma.08G222300",0,0,0,1,0,0,0,0,0
"Legume.fam3.03454_Glyma.07G004200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03454_Glyma.13G372300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03454_Glyma.15G001400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03468_Glyma.04G173100",0,0,0,0,1,0,0,0,0
"Legume.fam3.03468_Glyma.06G191200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03468_Glyma.17G098200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03468_Glyma.05G028600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03469_Glyma.05G030700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03469_Glyma.17G096100",0,0,0,0,0,1,0,0,0
"Legume.fam3.03469_Glyma.06G189900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03469_Glyma.04G174800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03474_Glyma.13G280000",0,0,1,0,0,0,0,0,0
"Legume.fam3.03474_Glyma.12G221400",0,0,1,0,0,0,0,0,0
"Legume.fam3.03474_Glyma.06G249100",0,0,0,0,0,0,0,1,0
"Legume.fam3.03474_Glyma.12G148900",0,0,0,0,0,0,0,1,0
"Legume.fam3.03514_Glyma.02G019700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03514_Glyma.01G043800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03514_Glyma.08G297500",0,0,0,1,0,0,0,0,0
"Legume.fam3.03514_Glyma.18G124200",0,0,0,1,0,0,0,0,0
"Legume.fam3.03532_Glyma.01G035000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03532_Glyma.02G031000",1,0,0,0,0,0,0,0,0
"Legume.fam3.03532_Glyma.08G290600",0,0,0,0,0,0,0,0,1
"Legume.fam3.03532_Glyma.18G133500",0,0,0,0,0,0,0,0,1
"Legume.fam3.03546_Glyma.05G025900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03546_Glyma.17G101000",0,0,0,0,0,0,1,0,0
"Legume.fam3.03546_Glyma.06G194800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03546_Glyma.04G168300",0,0,0,0,0,0,0,0,1
"Legume.fam3.03547_Glyma.16G182400",0,0,0,0,0,0,0,1,0
"Legume.fam3.03547_Glyma.09G137000",0,0,0,0,0,0,0,1,0
"Legume.fam3.03547_Glyma.20G160200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03547_Glyma.10G234100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03550_Glyma.09G036000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03550_Glyma.15G140900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03550_Glyma.07G240300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03550_Glyma.17G033100",0,1,0,0,0,1,0,0,0
"Legume.fam3.03601_Glyma.10G022200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03601_Glyma.02G152000",1,0,0,0,0,0,1,0,0
"Legume.fam3.03601_Glyma.19G205700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03601_Glyma.03G208500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03603_Glyma.19G162000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03603_Glyma.03G160000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03603_Glyma.02G140200",1,0,0,0,0,0,0,0,0
"Legume.fam3.03603_Glyma.10G033900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03641_Glyma.13G089200",0,0,0,0,0,0,1,0,0
"Legume.fam3.03641_Glyma.14G174200",0,0,0,0,0,0,1,0,0
"Legume.fam3.03641_Glyma.04G101500",0,0,0,0,0,1,0,0,1
"Legume.fam3.03641_Glyma.06G103200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03650_Glyma.04G065300",0,0,0,0,0,0,1,0,0
"Legume.fam3.03650_Glyma.06G066500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03650_Glyma.17G212400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03650_Glyma.14G114000",0,0,1,0,0,0,0,0,0
"Legume.fam3.03654_Glyma.14G094700",1,0,0,0,0,0,0,0,0
"Legume.fam3.03654_Glyma.17G228800",0,0,1,0,0,0,0,0,0
"Legume.fam3.03654_Glyma.06G052100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03654_Glyma.04G051200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03655_Glyma.17G230100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03655_Glyma.14G093600",0,0,0,0,0,0,0,1,0
"Legume.fam3.03655_Glyma.04G050700",0,0,0,1,0,0,1,0,0
"Legume.fam3.03655_Glyma.06G051500",0,0,0,1,0,0,0,0,0
"Legume.fam3.03656_Glyma.04G048600",0,0,0,1,0,0,0,0,0
"Legume.fam3.03656_Glyma.06G049700",0,0,0,0,0,0,1,0,0
"Legume.fam3.03656_Glyma.17G232240",0,0,0,0,0,0,0,0,0
"Legume.fam3.03656_Glyma.14G090600",0,0,0,0,0,1,0,0,0
"Legume.fam3.03657_Glyma.06G049300",0,0,0,0,0,0,0,0,1
"Legume.fam3.03657_Glyma.04G048000",0,0,0,0,0,0,0,0,1
"Legume.fam3.03657_Glyma.14G089600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03657_Glyma.17G232285",0,0,0,0,0,0,0,0,1
"Legume.fam3.03673_Glyma.18G116800",0,0,0,0,0,0,0,0,1
"Legume.fam3.03673_Glyma.08G302900",0,0,0,0,0,0,0,0,1
"Legume.fam3.03673_Glyma.14G033500",0,0,0,0,0,0,0,0,1
"Legume.fam3.03673_Glyma.02G281100",0,0,0,0,0,0,0,0,1
"Legume.fam3.03692_Glyma.04G024500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03692_Glyma.06G024600",0,0,0,0,0,1,0,0,0
"Legume.fam3.03692_Glyma.17G258000",0,0,0,1,0,0,0,0,0
"Legume.fam3.03692_Glyma.14G219000",0,0,0,1,0,0,0,0,1
"Legume.fam3.03703_Glyma.08G186400",0,0,0,0,0,0,0,0,1
"Legume.fam3.03703_Glyma.15G046400",0,0,0,0,0,0,0,1,0
"Legume.fam3.03703_Glyma.08G127700",0,1,0,0,0,0,0,0,0
"Legume.fam3.03703_Glyma.05G169400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03711_Glyma.13G171100",0,0,0,0,1,0,0,0,0
"Legume.fam3.03711_Glyma.07G205100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03711_Glyma.15G081500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03711_Glyma.13G231000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03725_Glyma.09G257800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03725_Glyma.18G234800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03725_Glyma.16G035000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03725_Glyma.07G069300",0,0,0,0,0,0,1,0,0
"Legume.fam3.03730_Glyma.07G009800",0,0,1,0,0,0,0,0,0
"Legume.fam3.03730_Glyma.08G193000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03730_Glyma.13G350000",0,0,0,1,0,0,0,0,0
"Legume.fam3.03730_Glyma.15G024300",0,0,0,1,0,0,0,0,0
"Legume.fam3.03769_Glyma.11G252300",0,0,0,0,0,0,1,0,0
"Legume.fam3.03769_Glyma.18G004700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03769_Glyma.08G105500",0,0,0,0,0,1,0,0,0
"Legume.fam3.03769_Glyma.05G148800",0,0,1,0,0,0,0,0,0
"Legume.fam3.03775_Glyma.06G225100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03775_Glyma.04G155000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03775_Glyma.02G206000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03775_Glyma.17G072000",0,0,0,0,1,0,1,0,0
"Legume.fam3.03794_Glyma.17G020500",0,1,0,0,0,0,0,0,0
"Legume.fam3.03794_Glyma.07G253800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03794_Glyma.13G212200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03794_Glyma.15G100500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03817_Glyma.13G308700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03817_Glyma.12G193800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03817_Glyma.06G305700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03817_Glyma.12G098900",0,1,0,0,0,0,0,0,0
"Legume.fam3.03819_Glyma.02G033500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03819_Glyma.01G031900",0,0,1,0,0,0,1,0,0
"Legume.fam3.03819_Glyma.08G288600",0,0,1,0,0,0,1,0,0
"Legume.fam3.03819_Glyma.18G136200",0,0,0,0,0,0,1,0,0
"Legume.fam3.03841_Glyma.08G288000",0,0,0,0,0,0,0,0,0
"Legume.fam3.03841_Glyma.18G137300",0,0,0,0,1,0,0,0,0
"Legume.fam3.03841_Glyma.02G034000",0,0,1,0,0,0,1,0,0
"Legume.fam3.03841_Glyma.01G031500",0,1,0,0,0,0,0,0,0
"Legume.fam3.03854_Glyma.05G183100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03854_Glyma.08G140900",0,0,0,0,1,0,0,0,0
"Legume.fam3.03854_Glyma.06G145700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03854_Glyma.04G220200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03859_Glyma.06G183300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03859_Glyma.04G182100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03859_Glyma.17G090200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03859_Glyma.05G037000",1,0,0,0,0,0,0,0,0
"Legume.fam3.03860_Glyma.06G190000",0,1,0,0,0,0,0,0,0
"Legume.fam3.03860_Glyma.04G174700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03860_Glyma.17G096500",1,0,0,0,0,0,0,0,0
"Legume.fam3.03860_Glyma.05G030100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03871_Glyma.18G253800",0,1,0,0,0,0,0,0,0
"Legume.fam3.03871_Glyma.09G241800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03871_Glyma.03G114300",0,1,0,0,0,0,1,0,0
"Legume.fam3.03871_Glyma.07G112400",0,1,0,0,0,0,0,0,0
"Legume.fam3.03874_Glyma.13G244200",1,0,0,0,0,1,0,0,0
"Legume.fam3.03874_Glyma.15G069500",1,0,0,0,0,1,0,0,1
"Legume.fam3.03874_Glyma.13G184200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03874_Glyma.07G192200",0,0,0,0,0,0,0,0,0
"Legume.fam3.03878_Glyma.05G147200",0,1,0,0,0,0,0,0,0
"Legume.fam3.03878_Glyma.08G104200",1,0,0,0,0,0,0,0,0
"Legume.fam3.03878_Glyma.11G250500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03878_Glyma.18G006700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03889_Glyma.15G126600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03889_Glyma.09G020100",0,0,0,0,0,0,0,0,0
"Legume.fam3.03889_Glyma.20G022800",0,0,0,0,0,0,0,0,0
"Legume.fam3.03889_Glyma.07G223400",0,1,0,0,0,0,0,0,0
"Legume.fam3.03890_Glyma.15G217300",0,0,0,0,0,0,0,0,0
"Legume.fam3.03890_Glyma.08G232900",0,0,0,0,0,0,0,1,1
"Legume.fam3.03890_Glyma.08G162500",0,0,0,0,0,0,0,0,1
"Legume.fam3.03890_Glyma.15G265200",0,0,0,0,0,0,0,0,1
"Legume.fam3.03897_Glyma.13G191900",0,0,0,0,0,0,0,0,0
"Legume.fam3.03897_Glyma.15G229400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03897_Glyma.11G158200",0,0,0,0,0,0,1,0,0
"Legume.fam3.03897_Glyma.04G133400",0,1,0,0,0,0,0,0,0
"Legume.fam3.03921_Glyma.10G073700",0,0,0,0,0,0,0,0,0
"Legume.fam3.03921_Glyma.13G154400",0,0,0,0,0,0,0,0,0
"Legume.fam3.03921_Glyma.19G194964",0,0,0,0,0,0,1,0,0
"Legume.fam3.03921_Glyma.03G196600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03930_Glyma.16G152500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03930_Glyma.02G071300",0,0,1,0,0,0,0,0,0
"Legume.fam3.03930_Glyma.19G109500",0,0,0,0,0,0,0,0,0
"Legume.fam3.03930_Glyma.16G042600",0,0,0,0,0,0,0,0,0
"Legume.fam3.03942_Glyma.04G161000",0,0,0,0,0,0,0,1,0
